"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure"
"1",2017-06-03 00:00:00,10,80,0,0,7,17,"Gurteen",154,0,NA,0
"2",2017-06-03 01:00:00,9.5,84,0,0,5,17,"Gurteen",154,0,NA,0
"3",2017-06-03 02:00:00,9.3,85,0,0,7,15,"Gurteen",154,0,NA,0
"4",2017-06-03 03:00:00,10.1,82,0,0,10,16,"Gurteen",154,0,NA,0
"5",2017-06-03 04:00:00,10.1,85,0,2.1,9,15,"Gurteen",154,0,NA,0
"6",2017-06-03 05:00:00,9.6,89,0,38.4,8,16,"Gurteen",154,0,NA,0
"7",2017-06-03 06:00:00,10.6,81,0,92.8,10,19,"Gurteen",154,0,NA,0
"8",2017-06-03 07:00:00,11.4,76,0,116,11,21,"Gurteen",154,0,NA,0
"9",2017-06-03 08:00:00,11.9,75,0,139.9,11,22,"Gurteen",154,0,NA,0
"10",2017-06-03 09:00:00,12.6,71,0,155.2,11,23,"Gurteen",154,0,NA,0
"11",2017-06-03 10:00:00,13.6,69,0.1,174.8,10,23,"Gurteen",154,0,NA,0
"12",2017-06-03 11:00:00,13.2,73,0,241.2,11,22,"Gurteen",154,0,NA,0
"13",2017-06-03 12:00:00,13.2,72,0.1,283,12,22,"Gurteen",154,0,0,0
"14",2017-06-03 13:00:00,13.8,67,0,214.2,15,25,"Gurteen",154,0,NA,0
"15",2017-06-03 14:00:00,15.5,59,0,224.7,11,24,"Gurteen",154,0,NA,0
"16",2017-06-03 15:00:00,15.4,54,0,140.8,13,26,"Gurteen",154,0,NA,0
"17",2017-06-03 16:00:00,15.5,55,0,167.3,11,26,"Gurteen",154,0,NA,0
"18",2017-06-03 17:00:00,15.1,49,0,103.5,14,24,"Gurteen",154,0,NA,0
"19",2017-06-03 18:00:00,13.9,59,0,87.6,14,25,"Gurteen",154,0,NA,0
"20",2017-06-03 19:00:00,13.6,60,0,37.2,11,24,"Gurteen",154,0,NA,0
"21",2017-06-03 20:00:00,12.3,69,0,6.7,7,24,"Gurteen",154,0,NA,0
"22",2017-06-03 21:00:00,10.3,80,0,0,4,22,"Gurteen",154,0,NA,0
"23",2017-06-03 22:00:00,9.5,82,0,0,5,19,"Gurteen",154,0,NA,0
"24",2017-06-03 23:00:00,8.9,82,0,0,7,19,"Gurteen",154,0,NA,0
"25",2017-06-04 00:00:00,8.1,87,0,0,7,19,"Gurteen",155,0,NA,0
"26",2017-06-04 01:00:00,7.9,88,0,0,4,19,"Gurteen",155,0,NA,0
"27",2017-06-04 02:00:00,8.5,86,0,0,5,21,"Gurteen",155,0,NA,0
"28",2017-06-04 03:00:00,8.7,88,0,0,5,19,"Gurteen",155,0,NA,0
"29",2017-06-04 04:00:00,7.4,89,0,6.9,6,19,"Gurteen",155,0,NA,0
"30",2017-06-04 05:00:00,7.4,90,0,33.1,7,20,"Gurteen",155,0,NA,0
"31",2017-06-04 06:00:00,9.1,83,0,77.6,7,21,"Gurteen",155,0,NA,0
"32",2017-06-04 07:00:00,10.4,77,0,146.6,12,22,"Gurteen",155,0,NA,0
"33",2017-06-04 08:00:00,12,74,0,188.2,9,22,"Gurteen",155,0,NA,0
"34",2017-06-04 09:00:00,12.7,69,0,149.5,11,21,"Gurteen",155,0,NA,0
"35",2017-06-04 10:00:00,13.1,68,0,221,11,23,"Gurteen",155,0,NA,0
"36",2017-06-04 11:00:00,13.8,66,0.4,263.1,14,22,"Gurteen",155,0,NA,0
"37",2017-06-04 12:00:00,14.1,63,0,276.7,13,25,"Gurteen",155,0,0,0
"38",2017-06-04 13:00:00,14.2,56,0,283.7,14,24,"Gurteen",155,0,NA,0
"39",2017-06-04 14:00:00,15.2,56,0,219.2,13,23,"Gurteen",155,0,NA,0
"40",2017-06-04 15:00:00,15.1,54,0,120.1,10,21,"Gurteen",155,0,NA,0
"41",2017-06-04 16:00:00,14.5,60,0,45.6,8,24,"Gurteen",155,0,NA,0
"42",2017-06-04 17:00:00,12,76,0.2,33.7,7,22,"Gurteen",155,0,NA,0
"43",2017-06-04 18:00:00,11.3,84,0.3,10.9,3,23,"Gurteen",155,0,NA,0
"44",2017-06-04 19:00:00,10.6,89,1.6,4.9,5,20,"Gurteen",155,0,NA,0
"45",2017-06-04 20:00:00,9.7,83,0.6,1,8,13,"Gurteen",155,0,NA,0
"46",2017-06-04 21:00:00,9.9,85,0,0,12,13,"Gurteen",155,0,NA,0
"47",2017-06-04 22:00:00,10.5,89,1.1,0,15,15,"Gurteen",155,0,NA,0
"48",2017-06-04 23:00:00,11.1,90,0.7,0,15,16,"Gurteen",155,0,NA,0
"49",2017-06-05 00:00:00,11.6,90,0.2,0,13,16,"Gurteen",156,0,NA,0
"50",2017-06-05 01:00:00,11.8,91,0.9,0,10,18,"Gurteen",156,0,NA,0
"51",2017-06-05 02:00:00,12.2,92,0,0,8,20,"Gurteen",156,0,NA,0
"52",2017-06-05 03:00:00,11.5,83,0.1,0,10,22,"Gurteen",156,0,NA,0
"53",2017-06-05 04:00:00,11,86,0,4.7,13,25,"Gurteen",156,0,NA,0
"54",2017-06-05 05:00:00,10.6,86,0,20.5,9,22,"Gurteen",156,0,NA,0
"55",2017-06-05 06:00:00,11,86,0,73.5,9,23,"Gurteen",156,0,NA,0
"56",2017-06-05 07:00:00,11.8,85,0,97.1,9,25,"Gurteen",156,0,NA,0
"57",2017-06-05 08:00:00,12.1,79,0,109.2,7,28,"Gurteen",156,0,NA,0
"58",2017-06-05 09:00:00,12.4,76,0,159.5,6,27,"Gurteen",156,0,NA,0
"59",2017-06-05 10:00:00,13.4,72,0,121.4,6,22,"Gurteen",156,0,NA,0
"60",2017-06-05 11:00:00,13.4,64,0,60.1,2,25,"Gurteen",156,0,NA,0
"61",2017-06-05 12:00:00,13.2,66,0,67.2,3,24,"Gurteen",156,0,0,0
"62",2017-06-05 13:00:00,13.4,66,0,45.6,1,29,"Gurteen",156,0,NA,0.5
"63",2017-06-05 14:00:00,12.7,72,0.2,34.1,3,21,"Gurteen",156,0,NA,1.1
"64",2017-06-05 15:00:00,11.7,61,0.4,39.5,0,11,"Gurteen",156,0,NA,1.6
"65",2017-06-05 16:00:00,10.6,82,0.8,21.4,3,24,"Gurteen",156,0,NA,2.2
"66",2017-06-05 17:00:00,10,90,3,17.4,4,28,"Gurteen",156,0,NA,2.7
"67",2017-06-05 18:00:00,10.9,90,0.7,24.9,6,32,"Gurteen",156,0,NA,3.2
"68",2017-06-05 19:00:00,11.2,86,0,18.3,7,30,"Gurteen",156,0,NA,3.8
"69",2017-06-05 20:00:00,10.8,81,0,5.3,13,31,"Gurteen",156,0,NA,4.3
"70",2017-06-05 21:00:00,10.1,87,0,0,12,30,"Gurteen",156,0,NA,4.9
"71",2017-06-05 22:00:00,9.8,87,0,0,12,30,"Gurteen",156,0,NA,5.4
"72",2017-06-05 23:00:00,9.6,87,0,0,13,29,"Gurteen",156,0,NA,6
"73",2017-06-06 00:00:00,9.5,86,0,0,12,29,"Gurteen",157,0,NA,6.5
"74",2017-06-06 01:00:00,8.6,85,0,0,11,29,"Gurteen",157,0,NA,7
"75",2017-06-06 02:00:00,8,87,0,0,8,28,"Gurteen",157,0,NA,7.6
"76",2017-06-06 03:00:00,8.1,88,0,0,8,28,"Gurteen",157,0,NA,8.1
"77",2017-06-06 04:00:00,8.1,89,0,7.3,8,26,"Gurteen",157,0,NA,8.7
"78",2017-06-06 05:00:00,8.9,87,0,38.3,8,27,"Gurteen",157,0,NA,9.2
"79",2017-06-06 06:00:00,9.8,81,0,95.8,13,27,"Gurteen",157,0,NA,9.8
"80",2017-06-06 07:00:00,11,73,0,144,14,28,"Gurteen",157,0,NA,10.3
"81",2017-06-06 08:00:00,11.8,67,0,177.1,16,28,"Gurteen",157,0,NA,10.8
"82",2017-06-06 09:00:00,12.5,67,0,259,17,28,"Gurteen",157,0,NA,11.4
"83",2017-06-06 10:00:00,13.8,60,0,160.9,17,29,"Gurteen",157,0,NA,11.9
"84",2017-06-06 11:00:00,13,74,0.2,249.8,13,27,"Gurteen",157,0,NA,12.5
"85",2017-06-06 12:00:00,12.3,67,0,230.7,18,28,"Gurteen",157,0,0,13
"86",2017-06-06 13:00:00,13.8,68,0.8,151,16,28,"Gurteen",157,0,NA,13.3
"87",2017-06-06 14:00:00,12,78,2.4,214.4,12,29,"Gurteen",157,0,NA,13.7
