"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2017-08-07 00:00:00,12.3,86,0,0,2,18,"MoorePark",219,0,0,0,0
"2",2017-08-07 01:00:00,12,90,0,0,2,22,"MoorePark",219,0,NA,0,0
"3",2017-08-07 02:00:00,12,89,0,0,2,23,"MoorePark",219,0,NA,0,0
"4",2017-08-07 03:00:00,12.1,88,0,0,2,27,"MoorePark",219,0,NA,0,0
"5",2017-08-07 04:00:00,10.8,90,0,0.1,1,24,"MoorePark",219,0,NA,0,0
"6",2017-08-07 05:00:00,9.9,93,0,8.4,1,17,"MoorePark",219,0,NA,0,0
"7",2017-08-07 06:00:00,10.1,94,0,48.8,3,6,"MoorePark",219,0,NA,0,0
"8",2017-08-07 07:00:00,12.1,89,0,100.4,1,7,"MoorePark",219,0,NA,0,0
"9",2017-08-07 08:00:00,13.2,81,0,165.8,4,27,"MoorePark",219,0,NA,0,0
"10",2017-08-07 09:00:00,14.4,77,0,187.5,6,27,"MoorePark",219,0,NA,0,0
"11",2017-08-07 10:00:00,15.4,66,0,157.9,5,25,"MoorePark",219,0,NA,0,0
"12",2017-08-07 11:00:00,14.1,70,0,122.5,6,27,"MoorePark",219,0,0,0,0
"13",2017-08-07 12:00:00,15.1,74,0,230.6,3,22,"MoorePark",219,0,NA,0,0
"14",2017-08-07 13:00:00,17.1,62,0,140.2,5,17,"MoorePark",219,0,NA,0,0
"15",2017-08-07 14:00:00,14.9,71,0,121,8,29,"MoorePark",219,0,NA,0,0
"16",2017-08-07 15:00:00,16.6,63,0,107,6,26,"MoorePark",219,0,NA,0,0
"17",2017-08-07 16:00:00,15.8,66,0,73.6,3,33,"MoorePark",219,0,NA,0,0
"18",2017-08-07 17:00:00,14.7,78,0.2,67.9,7,24,"MoorePark",219,0,NA,0,0
"19",2017-08-07 18:00:00,15.2,75,0.6,75.7,6,29,"MoorePark",219,0,NA,0,0
"20",2017-08-07 19:00:00,15.7,63,0,20.4,5,30,"MoorePark",219,0,NA,0,0
"21",2017-08-07 20:00:00,13.7,70,0,0.3,5,29,"MoorePark",219,0,NA,0,0
"22",2017-08-07 21:00:00,12.8,74,0,0,5,30,"MoorePark",219,0,NA,0,0
"23",2017-08-07 22:00:00,12,81,0,0,2,28,"MoorePark",219,0,NA,0,0
"24",2017-08-07 23:00:00,12,82,0,0,4,24,"MoorePark",219,0,NA,0,0
"25",2017-08-08 00:00:00,11.6,86,0,0,5,28,"MoorePark",220,0,NA,0,0
"26",2017-08-08 01:00:00,11.2,87,0,0,3,28,"MoorePark",220,0,NA,0,0
"27",2017-08-08 02:00:00,11.2,87,0,0,3,29,"MoorePark",220,0,NA,0,0
