"","date","temp","rhum","rain","solar","wdspd","wddir","stna","DayNo","irish_rules","dk_daily_spor","dk_infpressure","irish_rules_sensitive"
"1",2017-08-19 00:00:00,11.3,92,0,0,8,25,"OakPark",231,0,0,23.7,0
"2",2017-08-19 01:00:00,11.8,90,0,0,8,27,"OakPark",231,0,NA,23.7,0
"3",2017-08-19 02:00:00,11.7,88,0,0,10,25,"OakPark",231,0,NA,23.7,0
"4",2017-08-19 03:00:00,11.7,91,0.1,0,9,25,"OakPark",231,0,NA,23.7,0
"5",2017-08-19 04:00:00,11.3,88,0,0,8,25,"OakPark",231,0,NA,23.7,0
"6",2017-08-19 05:00:00,11.7,85,0,3.5,9,26,"OakPark",231,0,NA,23.7,0
"7",2017-08-19 06:00:00,11.9,87,0,23.1,11,27,"OakPark",231,0,NA,23.7,0
"8",2017-08-19 07:00:00,12.5,86,0,53.1,9,27,"OakPark",231,0,NA,23.7,0
"9",2017-08-19 08:00:00,13.1,85,0.1,81.1,11,26,"OakPark",231,0,NA,23.7,0
"10",2017-08-19 09:00:00,13.8,79,0,113.9,13,27,"OakPark",231,0,NA,23.7,0
"11",2017-08-19 10:00:00,14.4,74,0,152.7,16,27,"OakPark",231,0,NA,23.7,0
"12",2017-08-19 11:00:00,14.6,76,0.4,212.7,15,27,"OakPark",231,0,0,23.7,0
"13",2017-08-19 12:00:00,16.1,70,0,173.9,13,26,"OakPark",231,0,NA,23.7,0
"14",2017-08-19 13:00:00,15,72,0,180.1,16,28,"OakPark",231,0,NA,24.3,0
"15",2017-08-19 14:00:00,16.3,67,0,185.3,13,26,"OakPark",231,0,NA,25,0
"16",2017-08-19 15:00:00,17.1,60,0,113,14,27,"OakPark",231,0,NA,25.7,0
"17",2017-08-19 16:00:00,16.1,66,0,79.4,13,29,"OakPark",231,0,NA,26.3,0
"18",2017-08-19 17:00:00,15.5,65,0,40.6,15,29,"OakPark",231,0,NA,27,0
"19",2017-08-19 18:00:00,15,69,0,14.7,9,26,"OakPark",231,0,NA,27.7,0
"20",2017-08-19 19:00:00,14.1,71,0,3.8,8,27,"OakPark",231,0,NA,28.3,0
"21",2017-08-19 20:00:00,12.1,81,0,0,5,25,"OakPark",231,0,NA,29,0
"22",2017-08-19 21:00:00,11.3,83,0,0,5,27,"OakPark",231,0,NA,29.7,0
"23",2017-08-19 22:00:00,10.9,85,0,0,4,29,"OakPark",231,0,NA,30.3,0
"24",2017-08-19 23:00:00,11.3,83,0,0,3,28,"OakPark",231,0,NA,31,0
"25",2017-08-20 00:00:00,9.9,87,0,0,2,26,"OakPark",232,0,NA,31.7,0
"26",2017-08-20 01:00:00,8.8,93,0,0,2,15,"OakPark",232,0,NA,32.3,0
"27",2017-08-20 02:00:00,8.8,93,0,0,3,14,"OakPark",232,0,NA,33,0
"28",2017-08-20 03:00:00,8,95,0,0,2,11,"OakPark",232,0,NA,33.7,0
"29",2017-08-20 04:00:00,8.2,96,0,0,2,6,"OakPark",232,0,NA,34.3,0
"30",2017-08-20 05:00:00,8.7,96,0,1.8,1,6,"OakPark",232,0,NA,35,0
"31",2017-08-20 06:00:00,9,95,0,15.4,2,16,"OakPark",232,0,NA,35.7,0
"32",2017-08-20 07:00:00,10.5,94,0,31.5,2,14,"OakPark",232,0,NA,36.3,0
"33",2017-08-20 08:00:00,12.2,86,0,32.6,4,15,"OakPark",232,0,NA,37,0
"34",2017-08-20 09:00:00,13.1,87,0,45.3,7,13,"OakPark",232,0,NA,37.7,0
"35",2017-08-20 10:00:00,14,88,0,37.4,8,13,"OakPark",232,0,NA,38.3,0
"36",2017-08-20 11:00:00,14.1,86,0,45.8,9,14,"OakPark",232,0,12,39,0
"37",2017-08-20 12:00:00,14.4,95,1.2,70.6,7,13,"OakPark",232,0,NA,39,0
"38",2017-08-20 13:00:00,14.9,94,0.5,32.7,10,13,"OakPark",232,0,NA,39,0
"39",2017-08-20 14:00:00,14.7,96,1.8,37.6,6,12,"OakPark",232,0,NA,39,0
"40",2017-08-20 15:00:00,14.9,96,2.5,34.6,5,11,"OakPark",232,0,NA,39,0
"41",2017-08-20 16:00:00,15.1,97,1.8,52.9,5,7,"OakPark",232,0,NA,39,0
"42",2017-08-20 17:00:00,15.4,95,0.3,38,7,12,"OakPark",232,0,NA,39,0
"43",2017-08-20 18:00:00,15.6,92,0,13.3,7,12,"OakPark",232,0,NA,39,0
"44",2017-08-20 19:00:00,15.4,93,0,1.2,2,11,"OakPark",232,0,NA,39,0
"45",2017-08-20 20:00:00,15.1,94,0,0,4,15,"OakPark",232,0,NA,39,0
"46",2017-08-20 21:00:00,14.8,95,0,0,4,12,"OakPark",232,0,NA,39,1
"47",2017-08-20 22:00:00,14.7,97,0,0,4,10,"OakPark",232,0,NA,39,2
"48",2017-08-20 23:00:00,14.7,96,0,0,4,14,"OakPark",232,0,NA,39,3
"49",2017-08-21 00:00:00,14.6,98,0,0,4,13,"OakPark",233,0,NA,39,4
"50",2017-08-21 01:00:00,14.7,98,0,0,5,14,"OakPark",233,0,NA,39,5
"51",2017-08-21 02:00:00,14.7,97,0,0,4,13,"OakPark",233,0,NA,39,6
"52",2017-08-21 03:00:00,14.7,97,0.4,0,5,13,"OakPark",233,1,NA,39,7
"53",2017-08-21 04:00:00,14.8,98,0.4,0,4,16,"OakPark",233,2,NA,39,8
"54",2017-08-21 05:00:00,14.8,98,0.9,1.3,5,13,"OakPark",233,3,NA,39,9
"55",2017-08-21 06:00:00,14.9,98,3.2,11.9,4,14,"OakPark",233,4,NA,39,10
"56",2017-08-21 07:00:00,15.3,98,0,27.6,3,15,"OakPark",233,5,NA,39,11
"57",2017-08-21 08:00:00,15.9,98,0,39.1,4,13,"OakPark",233,6,NA,39,12
"58",2017-08-21 09:00:00,16.6,97,0.1,67.3,4,14,"OakPark",233,7,NA,39,13
"59",2017-08-21 10:00:00,18.3,95,0,161.3,6,15,"OakPark",233,8,NA,39,14
"60",2017-08-21 11:00:00,19.7,84,0,107.7,6,19,"OakPark",233,0,11,39,0
"61",2017-08-21 12:00:00,19.5,86,0,89.4,4,19,"OakPark",233,0,NA,39,0
"62",2017-08-21 13:00:00,21.3,85,0,133.3,5,15,"OakPark",233,0,NA,39,0
"63",2017-08-21 14:00:00,21.3,83,0,148.8,10,17,"OakPark",233,0,NA,39,0
"64",2017-08-21 15:00:00,21.8,80,0,171.1,10,18,"OakPark",233,0,NA,39,0
"65",2017-08-21 16:00:00,20.6,82,0,93.2,9,17,"OakPark",233,0,NA,39,0
"66",2017-08-21 17:00:00,20.6,79,0,93.5,9,18,"OakPark",233,0,NA,39,0
"67",2017-08-21 18:00:00,19.7,83,0,22.7,6,17,"OakPark",233,0,NA,39,0
"68",2017-08-21 19:00:00,18.6,87,0,1.2,6,16,"OakPark",233,0,NA,39,0
"69",2017-08-21 20:00:00,17.5,90,0,0,9,16,"OakPark",233,0,NA,39,0
"70",2017-08-21 21:00:00,16.6,93,0,0,11,18,"OakPark",233,0,NA,39,0
"71",2017-08-21 22:00:00,16.3,95,0,0,11,18,"OakPark",233,0,NA,39,0
"72",2017-08-21 23:00:00,16.2,95,0,0,9,19,"OakPark",233,0,NA,39,0
"73",2017-08-22 00:00:00,16,97,0,0,8,17,"OakPark",234,0,NA,39,0
"74",2017-08-22 01:00:00,16,96,0,0,6,16,"OakPark",234,0,NA,39,0
"75",2017-08-22 02:00:00,15.8,96,0,0,5,16,"OakPark",234,0,NA,39,0
"76",2017-08-22 03:00:00,15.8,96,0,0,4,14,"OakPark",234,0,NA,39,0
